Table name;Table description;Table Abbreviation;Column name;Column datatype;Length;Precision;Domain;Primary key;Foreign key;Unique;Required;Parent table;Parent column;Column description;Column check constraint;Column default value
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;name;VARCHAR(255);255;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;adr1;VARCHAR(255);255;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;adr2;VARCHAR(255);255;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;cp;VARCHAR(15);15;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;town;VARCHAR(100);100;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;state;VARCHAR(100);100;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;country;VARCHAR(100);100;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;phone;VARCHAR(100);100;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;email;VARCHAR(100);100;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;website;VARCHAR(100);100;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;logo;VARCHAR(255);255;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;logosmall;VARCHAR(255);255;0;;False;False;False;True;;;;;
docs_location;Position géographique globale des exemplaires (batiment, succursale,...);Emplacements globaux;commentaire;TEXT;0;0;;False;False;False;True;;;;;
